keys,English,Bangala,Hindi,Kannada,Odia,Assamese,Gujarati,Marathi,Malayalam,punjabi,Tamil,Telugu
imSelling,I'm Selling,আমি বিক্রি করছি,मैं बेच रहा हूँ,ನಾನು ಮಾರಾಟ ಮಾಡುತ್ತಿದ್ದೇನೆ,ମୁଁ ବିକ୍ରି କରୁଛି,মই বিক্ৰী কৰি আছোঁ,હું વેચાણ કરું છું,मी विक्री करीत आहे,ഞാൻ വിൽക്കുന്നു,ਮੈਂ ਵੇਚ ਰਿਹਾ ਹਾਂ,நான் விற்கிறேன்,నేను అమ్ముతున్నాను
searchBy,Search by,দ্বারা অনুসন্ধান,खोज से,ಮೂಲಕ ಹುಡುಕಿ,ଦ୍ୱାରା ଖୋଜ,দ্বাৰা সন্ধান কৰক,દ્વારા શોધ કરો,द्वारे शोध,തിരച്ചിൽ,ਦੁਆਰਾ ਖੋਜ,தேடுங்கள்,శోధించండి
fruitsCategory,fruits Category,ফল বিভাগ,फल श्रेणी,ಹಣ್ಣುಗಳ ವರ್ಗ,ଫଳ ବର୍ଗ,ফলৰ শ্ৰেণী,ફળ,फळांची श्रेणी,പഴങ്ങൾ വിഭാഗം,ਫਲ ਸ਼੍ਰੇਣੀ,பழங்கள் வகை,పండ్లు వర్గం
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
clear,Clear,স্পষ্ট,साफ़,ಸ್ಪಷ್ಟ,ସଫା,পৰিষ্কাৰ কৰক,ચોખ્ખુ,स्पष्ट,വക്തമായ,ਸਾਫ,தெளிவான,క్లియర్
selectFruits,Select Fruits,ফল নির্বাচন করুন,फलों का चयन करें,ಹಣ್ಣುಗಳನ್ನು ಆಯ್ಕೆಮಾಡಿ,ଫଳଗୁଡିକ ବାଛ,ফল বাছনি কৰক,ફળો પસંદ કરો,फळे निवडा,പഴങ്ങൾ തിരഞ്ഞെടുക്കുക,ਫਲ ਦੀ ਚੋਣ ਕਰੋ,பழங்களைத் தேர்ந்தெடுக்கவும்,పండ్లను ఎంచుకోండి
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
berry,Berry,বেরি,बेर,ಗಡಿಗೊಡು,ବିରି,বেৰী,લહેરી,बेरी,കുരുവില്ലാപ്പഴം,ਬੇਰੀ,பெர்ரி,బెర్రీ
productDetails,Product Details,পণ্যের বিবরণ,उत्पाद विवरण,ಉತ್ಪನ್ನ ವಿವರಗಳು,ଉତ୍ପାଦ ବିବରଣୀ,সামগ্ৰীৰ বিৱৰণ,ઉત્પાદન વિગતો,उत्पादन तपशील,ഉൽപ്പന്നത്തിന്റെ വിവരം,ਉਤਪਾਦ ਦੇ ਵੇਰਵੇ,தயாரிப்பு விவரங்கள்,వస్తువు యొక్క వివరాలు
listed,Listed,তালিকাভুক্ত,सूचीबद्ध,ಬೆರ್ರಿ ಹಣ್ಣು,ତାଲିକାଭୁକ୍ତ |,তালিকাভুক্ত,સૂચિબદ્ધ,सूचीबद्ध,പട്ടികപ്പെടുത്തി,ਸੂਚੀਬੱਧ,பட்டியலிடப்பட்டுள்ளது,జాబితా చేయబడింది
unlisted,Unlisted,তালিকাভুক্ত,गैर-सूचीबद्ध,ಪಟ್ಟಿಮಾಡಿದ,ତାଲିକାଭୁକ୍ତ,তালিকাবিহীন,અસ્વીકારિત,असूचीबद्ध,ലിസ്റ്റുചെയ്യാത്ത,ਸੂਚੀਬੱਧ,பட்டியலிடப்படாதது,జాబితా చేయబడలేదు
,,,,,,,,,,,,
general,General,সাধারণ,सामान्य,ಪಟ್ಟಿಯಲ್ಲಿ ಸೇರ್ಸದ,ସାଧାରଣ,সাধাৰণ,સામાન્ય,सामान्य,പൊതുവായ,ਜਨਰਲ,பொது,జనరల్
sellingOption,Selling Option,বিক্রয় বিকল্প,विक्रय विकल्प,ಮಾರಾಟ ಆಯ್ಕೆ,ବିକ୍ରୟ ବିକଳ୍ପ |,বিক্ৰী বিকল্প,વેચાણ વિકલ્પ,विक्री पर्याय,വിൽക്കൽ ഓപ്ഷൻ,ਵੇਚਣ ਦੀ ਚੋਣ,விற்பனை விருப்பம்,అమ్మకపు ఎంపిక
inventory,Inventory,ইনভেন্টরি,भंडार,ದಾಸ್ತಾನು,ଭଣ୍ଡାର,ইনভেণ্টৰী,સૂચિ,यादी,സാധനങ്ങൾ,ਵਸਤੂ ਸੂਚੀ,சரக்கு,జాబితా
returnOption,Return Option,রিটার্ন বিকল্প,वापसी विकल्प,ರಿಟರ್ನ್ ಆಯ್ಕೆ,ଫେରସ୍ତ ବିକଳ୍ପ,ঘূৰাই দিয়াৰ বিকল্প,વળતર વિકલ્પ,परतावा पर्याय,മടക്ക ഓപ്ഷൻ,ਵਾਪਸੀ ਦੀ ਚੋਣ,திரும்ப விருப்பம்,రిటర్న్ ఎంపిక
,,,,,,,,,,,,
placeOfOrigin,Place Of Origin,উৎপত্তি স্থল,उत्पत्ति का स्थान,ಹಿಂಪಡೆಯುವ ಆಯ್ಕೆ,ଉତ୍ପତ୍ତି ସ୍ଥାନ,উৎপত্তিৰ স্থান,ઉદભવ ની જગ્યા,मूळ ठिकाण,ഉത്ഭവ സ്ഥലം,ਮੂਲ ਦਾ ਸਥਾਨ,தோற்றம் இடம்,మూల ప్రదేశం
aboutProduct,About Product,পণ্য সম্পর্কে,उत्पाद के बारे में,ಉತ್ಪನ್ನದ ಬಗ್ಗೆ,ଉତ୍ପାଦ ବିଷୟରେ,সামগ্ৰীৰ বিষয়ে,ઉત્પાદન વિશે,उत्पादनाबद्दल,ഉൽപ്പന്നത്തെക്കുറിച്ച്,ਉਤਪਾਦ ਬਾਰੇ,தயாரிப்பு பற்றி,ఉత్పత్తి గురించి
grading,Grading,গ্রেডিং,ग्रेडिंग,ಬೆಳೆಸುವ ಸ್ಥಳ,ଗ୍ରେଡିଂ,গ্ৰেডিং,ક્રમ,ग्रेडिंग,ഗ്രേഡിംഗ്,ਗਰੇਡਿੰਗ,தரப்படுத்தல்,గ్రేడింగ్
,,,,,,,,,,,,
,,,,,,,,,,,,
soldBy,Sold By,বিক্রিত,द्वारा बेचा,ಮಾರಾಟ ಮಾಡಿದೆ,ଦ୍ୱାରା ବିକ୍ରି,ইয়াৰ দ্বাৰা বিক্ৰী কৰা হৈছে,ના દ્વારા વેચાણ,द्वारा विकले,വിറ്റു,ਦੁਆਰਾ ਵੇਚਿਆ,விற்றவர்,విక్రయించబడింది
,,,,,,,,,,,,
kilogram,Kilogram,কিলোগ্রাম,किलोग्राम,ಕಿಲೋಗ್ರಾಂ,କିଲୋଗ୍ରାମ,কিলোগ্ৰাম,કિલોગ્રામ,किलोग्रॅम,കിലോഗ്രാം,ਕਿਲੋਗ੍ਰਾਮ,கிலோகிராம்,కిలోగ్రాము
liter,Liter,লিটার,लीटर,ಲೀಟರ್,ଲିଟର,লিটাৰ,લિટર,लिटर,ലിറ്റർ,ਲੀਟਰ,லிட்டர்,లీటరు
miniQty,Mini.qty,Mini.qty,Mini.qty,ಮಿನಿ.ಕ್ಯೂಟಿ,Mini.qty,মিনি.কিউটি,મીની.કટી,किमान प्रमाण,Mini.qyty,Mini.qty,Mini.qty,Mini.qty
perOrder,per Order discount,প্রতি অর্ডার ছাড়,प्रति आदेश छूट,ಪ್ರತಿ ಆದೇಶ ರಿಯಾಯಿತಿಗೆ,ଅର୍ଡର ରିହାତି ପାଇଁ |,প্ৰতি অৰ্ডাৰ ৰেহাই,ઓર્ડર ડિસ્કાઉન્ટ,प्रति ऑर्डर सवलत,ഓരോ ഓർഡർ ഡിസ്കൗണ്ടിനും,ਪ੍ਰਤੀ ਆਰਡਰ ਛੂਟ,ஒரு ஆர்டர் தள்ளுபடி,ప్రతి ఆర్డర్ డిస్కౌంట్
maxQty,Max qty,সর্বোচ্চ কিউটি,मैक्स क्यूटी,ಕನಿಷ್ಠ ಪ್ರಮಾಣ,ସର୍ବାଧିକ Qty,সৰ্বাধিক কিউটি,મહત્તમ QTY,कमाल  प्रमाण,പരമാവധി ക്രിയ,ਮੈਕਸ ਕਿਟੀ,அதிகபட்ச QTY,గరిష్ట QTY
regularPrice,Regular price,নিয়মিত দাম,नियमित रूप से मूल्य,ನಿಯಮಿತ ಬೆಲೆ,ନିୟମିତ ମୂଲ୍ୟ,নিয়মীয়া মূল্য,નિયમિત ભાવ,नियमित किंमत,സാധാരണ വില,ਨਿਯਮਤ ਕੀਮਤ,வழக்கமான விலை,సాధారణ ధర
discountPrice,Discount Price,ডিসকাউন্ট মূল্য,अधिकतम मात्रा,ರಿಯಾಯಿತಿ ಬೆಲೆ,ରିହାତି ମୂଲ୍ୟ,ৰেহাইমূল্য,વિતરિત કિંમત,सवलत किंमत,കിഴിവ് വില,ਛੂਟ ਕੀਮਤ,தள்ளுபடி விலை,డిస్కౌంట్ ధర
miniPrice,Mini price,মিনি দাম,मिनी कीमत,ಕಿರು ಬೆಲೆ,ମିନି ମୂଲ୍ୟ,মিনি মূল্য,લઘુ -કિંમત,किमान किंमत,മിനി വില,ਮਿਨੀ ਕੀਮਤ,மினி விலை,మినీ ధర
quantity,Quantity,পরিমাণ,मात्रा,ಪ್ರಮಾಣ,ପରିମାଣ,পৰিমাণ,જથ્થો,प्रमाण,അളവ്,ਮਾਤਰਾ,அளவு,పరిమాణం
costPrice,Cost Price,কেনা দাম,लागत मूल्य,ಅಸಲಿನ ಬೆಲೆ,ମୂଲ୍ୟ,ব্যয় মূল্য,પડતી કિંમત,किंमत ,വില വില,ਲਾਗਤ ਕੀਮਤ,செலவு விலை,ఖర్చు ధర
sku,SKU,স্কু,स्कू,ಒಂದು ಬಗೆಯ,SKU,এছকেইউ,છીનવી લેવું,एसकेयू,SKU,Sku,ஸ்கூ,స్కు
stockStatus,Stock Status,স্টক অবস্থা,स्टॉक की अवस्था,ಷೇರುಗಳ ಸ್ಥಿತಿ,ଷ୍ଟକ୍ ସ୍ଥିତି,ষ্টক স্থিতি,સ્ટ stockકનો દરજ્જો,स्टॉक स्थिती,സ്റ്റോക്ക് നില,ਸਟਾਕ ਸਥਿਤੀ,பங்கு நிலை,స్టాక్ స్థితి
days,Days,দিন,दिन,ದೆವ್ವ,ଦିନ,দিনসমূহ,દિવસ,दिवस,ദിവസങ്ങളിൽ,ਦਿਨ,நாட்களில்,రోజులు
hours,Hours,ঘন্টার,घंटे,ಶೇಖರಣಾ ಸ್ಥಿತಿ,ଘଣ୍ଟା,ঘণ্টা,સમય,तास,മണിക്കൂറുകൾ,ਘੰਟੇ,மணி,గంటలు
producAdded,Product Added,পণ্য যুক্ত,उत्पाद जोड़ा गया,ದಿನಗಳು,ଉତ୍ପାଦ ଯୋଡା ଯାଇଛି |,যোগ কৰা সামগ্ৰী,ઉત્પાદન,उत्पादन जोडले,ഉൽപ്പന്നം ചേർത്തു,ਉਤਪਾਦ ਜੋੜਿਆ,தயாரிப்பு சேர்க்கப்பட்டது,ఉత్పత్తి జోడించబడింది
successfullyYay,Successfully YAY,সফলভাবে হ্যাঁ,सफलतापूर्वक याय,ಯಶಸ್ವಿಯಾಗಿ ಹೌದು,ସଫଳତାର ସହିତ yay,সফলতাৰে ৱাইএৱাই,સફળતાપૂર્વક યે,यशस्वीरित्या होय,വിജയകരമായി അതെ,ਸਫਲਤਾਪੂਰਵਕ ਹਾਂ,வெற்றிகரமாக ஆம்,విజయవంతంగా అవును
wouldYou,Would you ,আপনি কি,क्या आप श,ನೀವು,ଆପଣ କଣ,আপুনি কৰিব নেকি,તમે છો,तुम्ही कराल,നീ,ਕੀ ਤੁਸੀਂ,நீங்கள்,మీరు చేస్తారా
likeTo,like to,পছন্দ,उसकी तरह,ಹಾಗೆ,ପରି ପସନ୍ଦ,ভাল লাগে,ગમગીન,आवडते,ആഗ്രഹമുണ്ട്,ਪਸੰਦ ਹੈ,போன்றது,ఇష్టం
moveTo,move to,চলো,करने के लिए कदम,ಗೆ ಸರಿಸಿ,ଯାଅନ୍ତୁ,স্থানান্তৰ কৰক,ખસેડવું,पुढे व्हा,നേരെ നീങ്ങുക,ਨੂੰ ਭੇਜੋ,செல்லுங்கள்,తరలించడానికి
ListedItem,Listed Item,তালিকাভুক্ত আইটেম,सूचीबद्ध आइटम,ಪಟ್ಟಿ ಮಾಡಲಾದ ಐಟಂ,ତାଲିକାଭୁକ୍ତ ଆଇଟମ୍ |,তালিকাভুক্ত আইটেম,સૂચિબદ્ધ વસ્તુ,सूचीबद्ध आयटम,ലിസ്റ്റുചെയ്ത ഇനം,ਸੂਚੀਬੱਧ ਆਈਟਮ,பட்டியலிடப்பட்ட உருப்படி,జాబితా చేయబడిన అంశం
areYouDelivering,Are you Delivering,আপনি বিতরণ করছেন?,क्या आप वितरित कर रहे हैं?,ನೀವು ತಲುಪಿಸುತ್ತಿದ್ದೀರಾ,ଆପଣ ବିତରଣ କରୁଛନ୍ତି କି?,আপুনি বিতৰণ কৰি আছে নেকি,શું તમે ડિલિવરી કરી રહ્યા છો?,आपण वितरित करीत आहात?,നിങ്ങൾ വിടുവിക്കുന്നുണ്ടോ,ਕੀ ਤੁਸੀਂ ਸਪੁਰਦ ਕਰ ਰਹੇ ਹੋ?,நீங்கள் வழங்குகிறீர்களா?,మీరు బట్వాడా చేస్తున్నారా?
,,,,,,,,,,,,
,,,,,,,,,,,,
pickupAnd,Pickup and,পিকআপ এবং,पिकअप और,ಪಿಕಪ್ ಮತ್ತು,ପିକଅପ୍ ଏବଂ,পিকআপ আৰু,ઉપાય અને,पिकअप आणि,പിക്കപ്പ് കൂടാതെ,ਪਿਕਅਪ ਅਤੇ,இடும் மற்றும்,పికప్ మరియు
deliveryOptions,Delivery Options,সরবরাহের সুযোগ,वितरण विकल्प,ವಿತರಣಾ ಆಯ್ಕೆಗಳು,ବିତରଣ ବିକଳ୍ପଗୁଡ଼ିକ,বিতৰণবিকল্পসমূহ,ડિલિવરી વિકલ્પો,वितरण पर्याय,ഡെലിവറി ഓപ്ഷനുകൾ,ਡਿਲਿਵਰੀ ਵਿਕਲਪ,விநியோக விருப்பங்கள்,డెలివరీ ఎంపికలు
